,Unnamed: 0,id,link,type,title,text,area_text,area_name,num_areas,city,clean_text,predicted_category
459,479,1863,https://districtr.org/COI/31959,coi,Gabe Glaser,,This is map of the places in my life that are meaningful to me.,Gabe Glaser's Community Connections,1.0,Independence,,Unknown
460,480,1864,https://districtr.org/COI/31963,coi,Lake Tapawingo + Waldo KC,,"Lake Tapawingo--A lot of parents with high school aged children live hear looking for a place to settle down and raise their families. There are two high schools, so there are a lot of highschoolers. LGBTQ friendly community--LGBTQ kids have opportunities here. 

Waldo--a lot of poorer families grow up and make their lives the best they can here. A lot of renters living in apartments. The community is kind--people talk to each other and help each other out. The housing and buildings are older, kind of outdated. Gentrification has not affected this community. ",Lake Tapawingo + Waldo KC,1.0,Jackson,,Unknown
461,481,1865,https://districtr.org/COI/31975,coi,Liberty and Excelsior,,"Community is spread out with lots of farming around the area. Close to a lot of highways but there is no public transit. People are overall friendly and neighborly. 

The area is kind of gentrified and it's segregated. McMansions can be less than a mile from poorly maintained apartment buildings where low-income residents live.",Liberty/Excelsior Springs,1.0,Liberty,,Unknown
462,482,1868,https://districtr.org/COI/32037,coi,"Mark,s Map",A diverse community that resonates the working class.,Our diverse community that resonates the working class.,Community 1 Mark's  Map,1.0,Lemay,A diverse community that resonates the working class .,Diversity
463,483,1919,https://districtr.org/COI/32058,coi,"Cherry and Oak Grove, Springfield MO","This is an interesting neighborhood of 65802. It differs quite significantly from other areas included in the zip code. It tends to appear more 'middle class' than other areas. I have always found it a bit interesting the diversity of those included in the zip. Overall, according to mapping, the needs seem to be quite similar economically to other neighborhoods, such as those on the north side of town. Racial demographics however are different.",,Oak Grove and Cherry Street,1.0,Springfield,"This is an interesting neighborhood of 65802 . It differs quite significantly from other areas included in the zip code . It tends to appear more ' middle class ' than other areas . I have always found it a bit interesting the diversity of those included in the zip . Overall , according to mapping , the needs seem to be quite similar economically to other neighborhoods , such as those on the north side of town . Racial demographics however are different .",Named neighborhood
464,484,1874,https://districtr.org/COI/32076,coi,Donnnelly Area Columbia,Donnelly Area Columbia,"Some families live in this area. Frequent police calls to some houses in the area. However, there is still a good deal of families and newer families (lower age) that live in this neighborhood. Starter homes/single child families. There are some retirees as well. 

Worley St park is nearby. If a community meeting was held -- it would be around trash pickup at Worley Street Park or new developments. ",Donnelly Area Columbia,1.0,Columbia,Donnelly Area Columbia,Named neighborhood
465,485,1886,https://districtr.org/COI/32131,coi,Tex's Map--Midtown KC,,"This community area straddles the city's dividing lines and is varied demographically in terms of race, income, and percentage of renters:owners. Overall, the community has smaller households--there are many single adults living with partners or roommates. There also is an increase of elementary-aged children in the area, indicating that young families are settling here. 
There are many single parents living in the community, so access to childcare and family-oriented activities are important to people here. Access to mental health care and community involvement/advocacy are also important to people in this area. 
",Trinity United Methodist Church--KC,1.0,Kansas City,,Unknown
466,486,1888,https://districtr.org/COI/32136,coi,Village of Tuscumbia in Miller County,Village of Tuscumbia is the county seat of Miller County but not the most densely populated area. ,"Agriculture, school, and nursing home provide only places of local employment.  Tuscumbia residents are largely self employed, commuting or retired/disabled. Single family home owners and renters.  Tuscumbia village is a trailer park, but many houses in the surrounding area identify as living in Tuscumbia.  No grocery stores, one restaurant, one gas station.  The river divides the community, but they all are considered park of the Tuscumbia community.  ",Tuscumbia / Miller,1.0,Tuscumbia,Village of is the county seat of but not the most densely populated area .,Community engagement
467,487,1890,https://districtr.org/COI/32140,coi,Libby Youman Community Map,Most people are middle-class and there are a lot of families.  People are slightly more progressive than the rest of the Northland.  The people in this area like public parks and other community gathering spaces.,Most people are middle-class and there are a lot of families.  People are slightly more progressive than the rest of the Northland.  The people in this area like public parks and other community gathering spaces.,KC Northland / Edge of Downtown,1.0,,Most people are middle - class and there are a lot of families .   People are slightly more progressive than the rest of the Northland .   The people in this area like public parks and other community gathering spaces .,Community engagement
468,488,1891,https://districtr.org/COI/32142,coi,Rapid Response Networks,,"The Rapid Response line often services community members in these areas. 

*Services include community support for visits from ICE, translation, and interpretation, know your rights information for engaging regularly with law enforcement like ICE. 

*Community members often have multi-generational households. 

*Community members often participate in programs and services provided by nearby community centers, organizations, and churches. 

*Some community members take the metro busses to the downtown ICE offices with no access to translation during the trip (unless provided with a ride-along person to help)",Rapid Response Network,1.0, City,,Unknown
469,489,1897,https://districtr.org/COI/32154,coi,Nomachot Adiang Community Map,"There are a lot of retirees and senior citizens in the area.  There is a large immigrant population relative to the rest of the Northland, especially people from Sudan.  People use the parks and outdoor community spaces.","There are a lot of retirees and senior citizens in the area.  There is a large immigrant population relative to the rest of the Northland, especially people from Sudan.  People use the parks and outdoor community spaces.",Gladstone / North of Riverside,1.0,Kansas City,"There are a lot of retirees and senior citizens in the area .   There is a large immigrant population relative to the rest of the Northland , especially people from .   People use the parks and outdoor community spaces .",Elderly
470,490,1895,https://districtr.org/COI/32155,coi,Eva's Little Community,"This is a portion of Southwest Columbia. Shifting from homeownership to a rental property area, because rent is a lucrative income in Columbia. That means a lot of things but specifically that the are is becoming more racially diverse. It is still an area that cost more to live in than other areas of Columbia. There is a combination of services covered by the city and county or privatized businesses because parts of it are considered outside of the city's jurisdiction. So there are no recycling stations and trash pickup varies on whether the city or a private company picks it up. Some commercial properties have started  going up but this is largely residential and residents work hard to keep it that way. Our polling place is moved around nearly every election cycle, which is extremely frustrating. ","Shifting from homeownership to a rental property area, because rent is a lucrative income in Columbia. That means a lot of things but specifically that the are is becoming more racially diverse. It is still an area that cost more to live in than other areas of Columbia. There is a combination of services covered by the city and county or privatized businesses because parts of it are considered outside of the city's jurisdiction. So there are no recycling stations and trash pickup varies on whether the city or a private company picks it up. Some commericial properties have started  going up but this is largely residential and residents work hard to keep it that way. Our polling place is moved around nearly every election cycle, which is extremely frustrating. ",My Neighborhood,1.0,Columbia,"This is a portion of . Shifting from homeownership to a rental property area , because rent is a lucrative income in . That means a lot of things but specifically that the are is becoming more racially diverse . It is still an area that cost more to live in than other areas of Columbia . There is a combination of services covered by the city and county or privatized businesses because parts of it are considered outside of the city 's jurisdiction . So there are no recycling stations and trash pickup varies on whether the city or a private company picks it up . Some commercial properties have started   going up but this is largely residential and residents work hard to keep it that way . Our polling place is moved around nearly every election cycle , which is extremely frustrating .",Cost of living
471,491,1898,https://districtr.org/COI/32164,coi,"Benton Stephens/Central Columbia, MO",A map of the Benton Stephens neighborhood.,"Second oldest incorporated area in Columbia. Common interests include community welfare and affordable housing, diversity, and quality of life concerns. Residents tend to be students, educators, working professionals, and the un-housed. Neighborhood and adjacent areas particularly susceptible to out-of-scale high-end redevelopment. Public transit used sparingly due to proximity to various institutions and businesses.",Benton Stephens Neigborhood,1.0,Columbia,A map of the neighborhood .,Named neighborhood
472,492,1900,https://districtr.org/COI/32166,coi,Lexi's Map ,,"Residential 
Many children living in this neighborhood
Several people in the neighborhood work over-night factory jobs
Social neighborhood
",Settler's Ridge ,1.0,Columbia,,Unknown
473,493,1899,https://districtr.org/COI/32168,coi,NORC - Jewish seniors,"A naturally occurring retirement community as recognized by the federal government composed of 41% renters. The district also has a substantial portion of (around 10% each) Blacks and Asian Americans. Interests include accessibility to medical services, healthcare, transportation.District includes the JCC, Jewish Federation, and Holocaust Museum. ","A naturally occurring retirement community as recognized by the federal government composed of 41% renters. The district also has a substantial portion of (around 10% each) Blacks and Asian Americans. Interests include accessibility to medical services, healthcare, transportation.",NORC - Jewish seniors,1.0,,"A naturally occurring retirement community as recognized by the federal government composed of 41 % renters . The district also has a substantial portion of ( around 10 % each ) Blacks and Asian Americans . Interests include accessibility to medical services , healthcare , transportation . District includes the , , and Holocaust Museum .",Elderly
474,494,1901,https://districtr.org/COI/32171,coi,Phillip Wilson Community Map,It is an economically mixed community of mostly working people.  The neighborhood is chaning and there are more progressive people moving in.,It is an economically mixed community of mostly working people.  The neighborhood is chaning and there are more progressive people moving in.,Lake Waukomis,1.0,Kansas City,It is an economically mixed community of mostly working people .   The neighborhood is chaning and there are more progressive people moving in .,Diversity
475,495,1902,https://districtr.org/COI/32187,coi,St Luke's/Maryville,"A highly affluent area that is 2-3x the state avg household income, majority composed of homeowners surrounding the St. Luke's and Maryville campuses. A substantial portion of young professional families. Concerned about taxes, schools, infrastructure, and traffic.  ","A highly affluent area that is 2-3x the state avg household income, majority composed of homeowners surrounding the St. Luke's and Maryville campuses. A substantial portion of young professional families. Concerned about taxes, schools, infrastructure, and traffic.  ",St. Luke's/ Maryville campuses,1.0,,"A highly affluent area that is 2 - 3x the state avg household income , majority composed of homeowners surrounding the St. Luke 's and campuses . A substantial portion of young professional families . Concerned about taxes , schools , infrastructure , and traffic .  ",University
476,496,1903,https://districtr.org/COI/32203,coi,dennis' nbhd,,"suburban area, people commute to work all over the metro, diverse age wise but mostly white racially",dennis nbhd,1.0,Kansas City,,Unknown
477,497,1909,https://districtr.org/COI/32213,coi,Jeff Hayes Community Map,There are a lot of blue collar families in this community.  There are also a lot of single parent households and apartment buildings.  A lot of people work at the Ford plant in Claycomo and people who work at GM on the Kansas side.,There are a lot of blue collar families in this community.  There are also a lot of single parent households and apartment buildings.  A lot of people work at the Ford plant in Claycomo and people who work at GM on the Kansas side.,Liberty/Claycomo/Pleasant Valley,1.0,Liberty,There are a lot of blue collar families in this community .   There are also a lot of single parent households and apartment buildings .   A lot of people work at the Ford plant in Claycomo and people who work at GM on the side .,Named neighborhood
478,498,1911,https://districtr.org/COI/32224,coi,Matthew Applebury Community Map #1,This community is lower to middle income.  There are a lot of houseless people in the community.  There is a central shopping district on Northeast Chouteau.,This community is lower to middle income.  There are a lot of houseless people in the community.  There is a central shopping district on Northeast Chouteau.,Avondale,1.0,Kansas City,This community is lower to middle income .   There are a lot of houseless people in the community .   There is a central shopping district on .,Vulnerable populations
479,499,1912,https://districtr.org/COI/32228,coi,Matthew Applebury Community Map #2,This community has a lot of students.  It is a diverse community.  It tends to working to middle class.  There are a lot of young adults.  There are also a lot of international students who live around UMKC.,This community has a lot of students.  It is a diverse community.  It tends to working to middle class.  There are a lot of young adults.  There are also a lot of international students who live around UMKC.,Westport / UMKC,1.0,Kansas City,This community has a lot of students .   It is a diverse community .   It tends to working to middle class .   There are a lot of young adults .   There are also a lot of international students who live around UMKC .,Diversity
480,500,1913,https://districtr.org/COI/32236,coi,Letty's Gladstone Map,"Suburban, shaped by white flight","Gladstone is it's own community situated within the Northland. It was incorporated as it's own municipality in 1952 in order to stay white (imo). The population boomed up here after the 1968 Fair Housing Act and the riots that occurred in Kansas City. Before 1968, Black people in KC were redlined to the area between 6th and 31st, Troost and about Benton or Indiana Ave. Once they were able to move outside these boundaries, the Northland was shaped as a white flight neighborhood as white people left the city due to fears that housing values would go down as a result of integration. This history continues to shape this region as areas like Gladstone make efforts to assert themselves as separate from KC in both formal ways (having separate governing bodies) and in informal ways (for a long time people in this area would not go south of the river because they believed it was unsafe). ",Gladstone,1.0,Clay,"Suburban , shaped by white flight",Suburbs
481,502,1915,https://districtr.org/COI/32243,coi,Deacon Mike Lewis Community Map,There is growing diversity in this community.  The area is growing in population significantly.  It is a generally middle class area with some working-class people as well.  Most of the housing growth has been driven by apartments or retirement housing.,There is growing diversity in this community.  The area is growing in population significantly.  It is a generally middle class area with some working-class people as well.  Most of the housing growth has been driven by apartments or retirement housing.,KC Northland,1.0,Kansas City,There is growing diversity in this community .   The area is growing in population significantly .   It is a generally middle class area with some working - class people as well .   Most of the housing growth has been driven by apartments or retirement housing .,Diversity
482,503,1916,https://districtr.org/COI/32251,coi,Kyle Mac's Map,,Kansas City is home and the Crossroads/Westport territory is my creative and culinary insporation.,Community 1,1.0,Kansas City,,Unknown
483,504,1917,https://districtr.org/COI/32255,coi,Ladue/Frontenac Central,A portion of Ladue School District and private schools. Very focused on child education in public and private schools. Focus on traffic volume and have seen concerns on Clayton Road. Many residents are elderly but younger generation are moving in.,A portion of Ladue School District and private schools. Very focused on child education in public and private schools. Focus on traffic volume and have seen concerns on Clayton Road. Many residents are elderly but younger generation are moving in.,Ladue/Frontenac Central,1.0,St. Louis,A portion of Ladue School District and private schools . Very focused on child education in public and private schools . Focus on traffic volume and have seen concerns on Clayton Road . Many residents are elderly but younger generation are moving in .,K-12 Education
484,505,1920,https://districtr.org/COI/32266,coi,Frontenac Mall,"This shopping mall has been a goto places for senior citizens' indoor walking excercise place along with shopping, dining and entertainment. The mall is airconditioned and weather proof, and it is popular for elderlies for walking and strolling.","This shopping mall has been a goto places for senior citizens' indoor walking excercise place along with shopping, dining and entertainment. The mall is airconditioned and weather proof, and it is popular for elderlies for walking and strolling.",Frontenac Mall community,1.0,St. Louis,"This shopping mall has been a goto places for senior citizens ' indoor walking excercise place along with shopping , dining and entertainment . The mall is airconditioned and weather proof , and it is popular for elderlies for walking and strolling .",Elderly
485,506,1922,https://districtr.org/COI/32277,coi,Dave's Columbia map,,"Infrastructure, schools, ",Columbia,1.0,Columbia,,Unknown
486,507,1923,https://districtr.org/COI/32280,coi,Ferguson  Mo,"Mid to Low income community, concerns are healthy food choices policing and infrastructure. "," Mid to low income neighborhood Healthy Food options. Policing concerns and infrastructure
",Ferguson  ,1.0,St. Louis,"Mid to Low income community , concerns are healthy food choices policing and infrastructure .",Vulnerable populations
487,508,1924,https://districtr.org/COI/32281,coi,Villa Ridge Community,"There are actually 3 Villa Ridges:  1 CDP Census Designated Population 2 63089 Zip or Postal Code 2010 Census - Census Block Map A diverse community of rural and extra-urban people, wide range of ages, a church or 3, part of 2 different school districts and community college districts.","There are actually 3 Villa Ridges: 
1 CDP Census Designated Population
2 63089 Zip or Postal Code
2010 Census - Census Block Map
A diverse community of rural and extra-urban people, wide range of ages, a church or 3, part of 2 different school districts and community college districts.",Villa Ridge Community,1.0,VILLA RIDGE,"There are actually 3 Villa Ridges :   1 CDP Census Designated Population 2 63089 Zip or Postal Code 2010 Census - Census Block Map A diverse community of rural and extra - urban people , wide range of ages , a church or 3 , part of 2 different school districts and community college districts .",Named neighborhood
488,509,1926,https://districtr.org/COI/32285,coi,Susan's Lee's Summit area map,"Primarily single family residential but growing apartment homes. Light industry, retail/commercial and pockets of rural; 10,000+ acres to be developed over next 10 years. Primarily middle to upper middle class incomes. Issues of transit, pollution, sewage/waste water, and run-off as large new tracks of land are being developed.","Primarily single family residential but growing apartment homes. Light industry, retail/commercial and pockets of rural; 10,000+ acres to be developed over next 10 years. Primarily middle to upper middle class incomes. Issues of transit, pollution, sewage/waste water, and run-off as large new tracks of land are being developed.",Greater Lee's Summit school district,1.0,Lees Summit,"Primarily single family residential but growing apartment homes . Light industry , retail / commercial and pockets of rural ; 10,000 + acres to be developed over next 10 years . Primarily middle to upper middle class incomes . Issues of transit , pollution , sewage / waste water , and run - off as large new tracks of land are being developed .",Diversity
489,510,1925,https://districtr.org/COI/32286,coi,EW's Neighborhood,"All residents are in the Mehlville School District. Oakville Elementary is the public elementary school, although many families attend St. Francis for church and school. Mostly middle-class - mostly home owners, families and a lot of kids, as well as senior citizens. The bus runs along Telegraph, but most people drive their cars.","All residents are in the Mehlville School District. Oakville Elementary is the public elementary school, although many families attend St. Francis for church and school. Mostly middle-class - mostly home owners, families and a lot of kids, as well as senior citizens. The bus runs along Telegraph, but most people drive their cars.",EW's neighborhood,1.0,St. Louis,"All residents are in the Mehlville School District . Oakville Elementary is the public elementary school , although many families attend for church and school . Mostly middle - class - mostly home owners , families and a lot of kids , as well as senior citizens . The bus runs along Telegraph , but most people drive their cars .",Family and Children
490,511,1927,https://districtr.org/COI/32294,coi,Moniteau County,Moniteau County is a relatively pristine rural/farming area punctuated by the towns of Tipton and California. Many rural residents are small family farmers. Family farmers and town dwellers have been meeting about Confined animal feeding operations coming into the County  and our current State Mandated lack of control over the county's Health regulations.,"Moniteau County is a relatively pristine rural/farming area punctuated by the towns of Tipton and California. Many rural residents are small family farmers. Family farmers and town dwellers have been meeting about Confined animal feeding operations coming into the County
 and our current State Mandated lack of control over the county's Health regulations.",Moniteau County,1.0,Jamestown,is a relatively pristine rural / farming area punctuated by the towns of and . Many rural residents are small family farmers . Family farmers and town dwellers have been meeting about Confined animal feeding operations coming into the County   and our current State Mandated lack of control over the county 's Health regulations .,Community engagement
491,512,1928,https://districtr.org/COI/32295,coi,JohnGSMap1,All of those interacting with local businesses on our segment of Telegraph.,All of those interacting with local businesses on our segment of Telegraph.,JohnMap1,1.0,Saint Louis,All of those interacting with local businesses on our segment of Telegraph .,Community engagement
492,513,1931,https://districtr.org/COI/32302,coi,EW Map2,This community is comprised of the Mehlville School District with larger immigrant populations to the north.  The northern most areas have more home renters with home owners to the south.  Socioeconomics also change dramatically from the north to the south with more families relying on hourly wage employment to the north.  Most of the markets and grocery stores are located in the southern area as well.,This community is comprised of the Mehlville School District with larger immigrant populations to the north.  The northern most areas have more home renters with home owners to the south.  Socioeconomics also change dramatically from the north to the south with more families relying on hourly wage employment to the north.  Most of the markets and grocery stores are located in the southern area as well.  ,EW Map2,1.0,St.  Louis,This community is comprised of the Mehlville School District with larger immigrant populations to the north .   The northern most areas have more home renters with home owners to the south .   Socioeconomics also change dramatically from the north to the south with more families relying on hourly wage employment to the north .   Most of the markets and grocery stores are located in the southern area as well .,Community engagement
493,514,1930,https://districtr.org/COI/32308,coi,JohnGSMap2,"A community of students. UMSL helps to provide food, transportation, monetary aid, and access to electronics for those attempting to further their education.","A community of students. UMSL helps to provide food, transportation, monetary aid, and access to electronics for those attempting to further their education.",JohnMap2,1.0,Saint Louis,"A community of students . UMSL helps to provide food , transportation , monetary aid , and access to electronics for those attempting to further their education .",Community engagement
494,515,1932,https://districtr.org/COI/32315,coi,CW Map1,Oakville community of mostly home-owners that support the Oakville School system within the greater Mehlville School District. These citizens share the main Telegraph corridor caring for the businesses and transportation maintenance.,Oakville community of mostly home-owners and support the Oakville School system within the greater Mehlville School District. These citizens share the main Telegraph corridor caring for the businesses and transportation maintenance.,CW Map1,1.0,St.  Louis,Oakville community of mostly home - owners that support the Oakville School system within the greater Mehlville School District . These citizens share the main Telegraph corridor caring for the businesses and transportation maintenance .,Named neighborhood
495,516,1938,https://districtr.org/COI/32324,coi,CW Map2,"This represents most of South Saint Louis County and the common interests of local businesses, transportation maintenance, public schools, libraries, etc.","This represents most of South Saint Louis County and the common interests of local businesses, transportation maintenance, public schools, libraries, etc. ",CW Map2,1.0,St.  Louis,"This represents most of and the common interests of local businesses , transportation maintenance , public schools , libraries , etc .",Community engagement
496,517,1945,https://districtr.org/COI/32355,coi,#MRCC Hermann Hospital,"The highlighted areas are all part of a community that the closest hospital is in Hermann. For places like Owensville or Canaan at the southern end of Gasconade county, that means people are 30 minutes or more away from the nearest hospital. ",There is only one hospital in Gasconade county. It is the closest hospital to people in the highlighted area and even some beyond.,Hermann Hospital,1.0,Belle,"The highlighted areas are all part of a community that the closest hospital is in . For places like or Canaan at the southern end of , that means people are 30 minutes or more away from the nearest hospital .",Named neighborhood
497,518,1947,https://districtr.org/COI/32357,coi,#Mrcc Rolla Hospital,civilians in the highlighted area that need emergency care generally go to Rolla hospital,People in the highlighted area that need emergency room care generally have to be transported to the Rolla Hospital,Rolla Hospital,1.0,Belle,civilians in the highlighted area that need emergency care generally go to Rolla hospital,Vulnerable populations
498,519,1948,https://districtr.org/COI/32363,coi,"Running to the Walmart, need anything?","Belle, Bland, Surrounding areas highlighted - all of these communities have to travel to Owensville if they want to get to a Walmart so that they can get basics without going to half a dozen different stores for household staples. Lots of cattle farms and row crops with small communities peppered throughout. Mostly owner occupied. lots of generational ownership (multiple century farms)","Belle, Bland, Surrounding areas highlighted - all of these communities have to travel to Owensville if they want to get to a Walmart so that they can get basics without going to half a dozen different stores for household staples. Lots of cattle farms and row crops with small communities peppered throughout. Mostly owner occupied. lots of generational ownership (multiple century farms)","Have to run to the Walmart, need anything?",1.0,,", , Surrounding areas highlighted - all of these communities have to travel to if they want to get to a Walmart so that they can get basics without going to half a dozen different stores for household staples . Lots of cattle farms and row crops with small communities peppered throughout . Mostly owner occupied . lots of generational ownership ( multiple century farms )",Agriculture
499,520,1950,https://districtr.org/COI/32368,coi,HermVegas,The economy of the Hermann area is largely tourist driven. Most of the money comes from outside of the area that is spent in this community at these businesses. Many of the jobs are subsequently service industry related. The highways and amtrak are vital to this area.,The economy of the Hermann area is largely tourist driven. Most of the money comes from outside of the area that is spent in this community at these businesses. Many of the jobs are subsequently service industry related. The highways and amtrak are vital to this area.,HermVegas,1.0,Belle,The economy of the Hermann area is largely tourist driven . Most of the money comes from outside of the area that is spent in this community at these businesses . Many of the jobs are subsequently service industry related . The highways and amtrak are vital to this area .,Named neighborhood
500,521,2611,https://districtr.org/COI/32372,coi,BAyer/ Plant Sci,"Bayer campus and the Danforth Plant Science Center. Many employees live nearby. District is almost evenly split between owners and renters. Residents are concerned about education, and the immigrant families nearby are also concerned about immigration issues. ","Bayer campus and the Danforth Plant Science Center. Many employees live nearby. District is almost evenly split between owners and renters. Residents are concerned about education, and the immigrant families nearby are also concerned about immigration issues. ",Bayer/ Plant Sci Ctr,1.0,,"Bayer campus and the Danforth Plant Science Center . Many employees live nearby . District is almost evenly split between owners and renters . Residents are concerned about education , and the immigrant families nearby are also concerned about immigration issues .",Community engagement
501,522,1952,https://districtr.org/COI/32372,coi,Bayer,"Bayer campus and the Danforth Plant Science Center. Many employees live nearby. District is almost evenly split between owners and renters. Residents are concerned about education, and the immigrant families nearby are also concerned about immigration issues. ","Bayer campus and the Danforth Plant Science Center. Many employees live nearby. District is almost evenly split between owners and renters. Residents are concerned about education, and the immigrant families nearby are also concerned about immigration issues. ",Bayer/ Plant Sci Ctr,1.0,,"Bayer campus and the Danforth Plant Science Center . Many employees live nearby . District is almost evenly split between owners and renters . Residents are concerned about education , and the immigrant families nearby are also concerned about immigration issues .",Community engagement
502,523,1969,https://districtr.org/COI/32461,coi,John's Community,,"I consider my community to be roughly those residents living near Hickman High School and Columbia College.  This area also encompasses some some of the commercial areas of Business Loop.  Shared concerns include access to affordable housing, quality of public schools, and quality of solid waste municipal services.",My Community,1.0,Columbia,,Unknown
503,525,1975,https://districtr.org/COI/32486,coi,West Sikeston,The community needs laundry mats for the area. lack of transportation. lack of food resources(grocery stores). lack of educational resources for the youth. Not a lot of resources for the youth and adults.  No signs for bus routes for students.  ,"The community needs more resources for the children, transportation, tutor programs for youth(after school). mentor programs for the youth.  Population:  86.6 % blacks, 9.9% whites.  Voting:  87.1% blacks, 10 %  whites.",#mojwj West Sikeston,1.0,Sikeston/West end of Sikeston,The community needs laundry mats for the area . lack of transportation . lack of food resources(grocery stores ) . lack of educational resources for the youth . Not a lot of resources for the youth and adults .   No signs for bus routes for students .  ,Vulnerable populations
504,526,1976,https://districtr.org/COI/32486,coi,West End/Sikeston,,"The community needs more resources for the children, transportation, tutor programs for youth(after school). mentor programs for the youth.  Population:  86.6 % blacks, 9.9% whites.  Voting:  87.1% blacks, 10 %  whites.",#mojwj West Sikeston,1.0,Sikeston,,Unknown
505,527,1973,https://districtr.org/COI/32501,coi,"Jalishia, New Madrid Co. Sikeston ","On my community map i wanted to highlight the fact that my community is grouped with a high income class that is not reflective my the reality of my neighborhood. From Southwest St to Apache should not be included in the district it is in. My community need more resources such as a laundry mat, grocery store, car wash, diners. We could use strip for businesses. There is a ton of talent in this community but we have to leave our neighborhood and beg for a position in other peoples establishments.","I live on the westend of sikeston, but under the ""Evaluation"" tab it shows the annual income is 50k-60k and this is not reflective of my community at all. It is more reflective of the East side communities of sikeston which is also highlighted in my district. I feel our community need more low income housing and mulit unit homes consisting of 3br and 4br homes. ","#mojwj Jalishia New Madrid Co. Sikeston, MO",1.0,Sikeston/New Madrid Co.,"On my community map i wanted to highlight the fact that my community is grouped with a high income class that is not reflective my the reality of my neighborhood . From Apache should not be included in the district it is in . My community need more resources such as a laundry mat , grocery store , car wash , diners . We could use strip for businesses . There is a ton of talent in this community but we have to leave our neighborhood and beg for a position in other peoples establishments .",Named neighborhood
506,528,1971,https://districtr.org/COI/32503,coi,LWVSTL - SD15 West & South Cities,"Cities of Des Peres, Ballwin, Valley Park, Fenton, Sunset Hills have more in common with neighboring communities in other districts than they do with Kirkwood. They are not as close to arts, local attractions (eg Magic House, Amtrak) and higher educational facilities, and less interest in their support than the residents of the eastern portion of SD 15. Some common concerns are above ground utilities, leaf collection, aging infrastructure with utility outages, an aging population and a need for affordable housing.  Input for this map was provided by Dorothy Lockard.","Cities of Des Peres, Ballwin, Valley Park, Fenton, Sunset Hills have more in common with neighboring communities in other districts than they do with Kirkwood. They are not as close to arts, local attractions (eg Magic House, Amtrak) and higher educational facilities, and less interest in their support than the residents of the eastern portion of SD 15. Some common concerns are above ground utilities, leaf collection, aging infrastructure with utility outages, an aging population and a need for affordable housing",LWVSTL - SD15 Western side,1.0,,"Cities of Des Peres , , , , have more in common with neighboring communities in other districts than they do with . They are not as close to arts , local attractions ( eg Magic House , Amtrak ) and higher educational facilities , and less interest in their support than the residents of the eastern portion of SD 15 . Some common concerns are above ground utilities , leaf collection , aging infrastructure with utility outages , an aging population and a need for affordable housing .   Input for this map was provided by Dorothy Lockard .",Cities
507,531,1982,https://districtr.org/COI/32519,coi,Northwest Sikeston,The community is not a back area. Right now the area lack transportation. This is the housing authorities area.,The community lacks transportation. It can use flexible transportation that benefits the community,"#mojwj Northwest Sikeston, MO",1.0,Sikeston,The community is not a back area . Right now the area lack transportation . This is the housing authorities area .,Community engagement
508,532,1980,https://districtr.org/COI/32542,coi,LWVSTL - SD15  Point of Sale Cities,"Kirkwood, Des Peres, Ballwin & Fenton are ""Group A"" cities in SD15. Currently, the revenues from a 1% sales tax in St. Louis County are distributed to unincorporated areas of the county as well as municipalities based on a formula. Group A cities retain the revenues generated within the city except for a portion which is shared with Group B cities. Group B cities, which include unincorporated areas of the county, pool their revenues and distributed them generally based on population.  Group A cities have been supportive of recent attempts to phase out the distribution formula so that cities imposing the additional tax retain all the revenues generated within the municipality.","Kirkwood, Des Peres, Ballwin & Fenton are ""Group A"" cities. Currently, the revenues from a 1% sales tax in St. Louis County are distributed to unincorporated areas of the county as well as municipalities based on a formula. Group A cities retain the revenues generated within the city except for a portion which is shared with Group B cities. Group B cities, which include unincorporated areas of the county, pool their revenues and distributed them generally based on population.  Group A cities have been supportive of recent attempts to phase out the distribution formula so that cities imposing the additional tax retain all the revenues generated within the municipality.",LWVSTL - SD15 Group A Point of Sale Cities,1.0,,"Kirkwood , , Ballwin & Fenton are "" Group A "" cities in SD15 . Currently , the revenues from a 1 % sales tax in are distributed to unincorporated areas of the county as well as municipalities based on a formula . Group A cities retain the revenues generated within the city except for a portion which is shared with Group B cities . Group B cities , which include unincorporated areas of the county , pool their revenues and distributed them generally based on population .   Group A cities have been supportive of recent attempts to phase out the distribution formula so that cities imposing the additional tax retain all the revenues generated within the municipality .",Cities
509,533,1981,https://districtr.org/COI/32544,coi,"John R Blvd/ Sikeston, MO",Family oriented neighborhood that needs more safety precautions put in place due to excessive speeding which has resulted in deaths and injuries.,"The neighborhood is family oriented, the information provided under the ""Evaluation"" tab is accurate. I feel that single family homes are needed in this community and income based apartments are needed badly. Speed bumps are needed on John R Blvd, kids play in this community a lot and people speed coming down the heel that has been the results of multiple deaths and injuries. A caution sign would help also.","John R Blvd, Sikeston, MO",1.0,Sikeston/Scott,Family oriented neighborhood that needs more safety precautions put in place due to excessive speeding which has resulted in deaths and injuries .,Named neighborhood
